2023 Canada Energy Regulator (CER) Data,,,Emissions (MT CO2e),,,,,
Region,Sector,Year,Global Net Zero,Canada Net Zero,Current Measures,,,
CANADA,Buildings,2016,84.85454238,84.85454238,84.85454238,,,
CANADA,Electricity,2016,74.25674543,74.25674543,74.25674543,,,
CANADA,Heavy Industry,2016,77.97963056,77.97963056,77.97963056,,,
CANADA,Low or Non-emitting Hydrogen Production,2016,0,0,0,,,
CANADA,"Land Use, Land Use Change and Forestry",2016,-10.95583335,-10.95583335,-10.95583335,,,
CANADA,Oil and Gas,2016,191.4577309,191.4577309,191.4577309,,,
CANADA,Transportation,2016,162.3648385,162.3648385,162.3648385,,,
CANADA,Waste and Others,2016,47.98844308,47.98844308,47.98844308,,,
CANADA,Agriculture,2017,66.50716811,66.50716811,66.50716811,,,
CANADA,Direct Air Capture,2017,0,0,0,,,
CANADA,Buildings,2017,87.7096066,87.7096066,87.7096066,,,
CANADA,Electricity,2017,72.60569602,72.60569602,72.60569602,,,
CANADA,Heavy Industry,2017,77.31526998,77.31526998,77.31526998,,,
CANADA,Low or Non-emitting Hydrogen Production,2017,0,0,0,,,
CANADA,"Land Use, Land Use Change and Forestry",2017,-16.22660824,-16.22660824,-16.22660824,,,
CANADA,Oil and Gas,2017,194.0205764,194.0205764,194.0205764,,,
CANADA,Transportation,2017,165.3710174,165.3710174,165.3710174,,,
CANADA,Waste and Others,2017,48.70280472,48.70280472,48.70280472,,,
CANADA,Agriculture,2018,68.53742335,68.53742335,68.53742335,,,
CANADA,Direct Air Capture,2018,0,0,0,,,
CANADA,Buildings,2018,92.3680409,92.3680409,92.3680409,,,
CANADA,Electricity,2018,62.74140227,62.74140227,62.74140227,,,
CANADA,Heavy Industry,2018,79.56422829,79.56422829,79.56422829,,,
CANADA,Low or Non-emitting Hydrogen Production,2018,0,0,0,,,
CANADA,"Land Use, Land Use Change and Forestry",2018,-11.29365398,-11.29365398,-11.29365398,,,
CANADA,Oil and Gas,2018,202.4932109,202.4932109,202.4932109,,,
CANADA,Transportation,2018,169.316979,169.316979,169.316979,,,
CANADA,Waste and Others,2018,49.59369839,49.59369839,49.59369839,,,
CANADA,Agriculture,2019,68.96267014,68.96267014,68.96267014,,,
CANADA,Direct Air Capture,2019,0,0,0,,,
CANADA,Buildings,2019,93.27410188,93.27410188,93.27410188,,,
CANADA,Electricity,2019,61.60666785,61.60666785,61.60666785,,,
CANADA,Heavy Industry,2019,78.78806762,78.78806762,78.78806762,,,
CANADA,Low or Non-emitting Hydrogen Production,2019,0,0,0,,,
CANADA,"Land Use, Land Use Change and Forestry",2019,-18.82111332,-18.82111332,-18.82111332,,,
CANADA,Oil and Gas,2019,201.3172404,201.3172404,201.3172404,,,
CANADA,Transportation,2019,170.1631223,170.1631223,170.1631223,,,
CANADA,Waste and Others,2019,49.56743257,49.56743257,49.56743257,,,
CANADA,Agriculture,2020,69.77845674,69.77845674,69.77845674,,,
CANADA,Direct Air Capture,2020,0,0,0,,,
CANADA,Buildings,2020,89.11786988,89.11786988,89.11786988,,,
CANADA,Electricity,2020,53.68446015,53.68446015,53.68446015,,,
CANADA,Heavy Industry,2020,73.57588066,73.57588066,73.57588066,,,
CANADA,Low or Non-emitting Hydrogen Production,2020,0,0,0,,,
CANADA,"Land Use, Land Use Change and Forestry",2020,-13.38768103,-13.38768103,-13.38768103,,,
CANADA,Oil and Gas,2020,183.3540268,183.3540268,183.3540268,,,
CANADA,Transportation,2020,143.2202336,143.2202336,143.2202336,,,
CANADA,Waste and Others,2020,46.05725445,46.05725445,46.05725445,,,
CANADA,Agriculture,2021,68.51682202,68.51682202,68.51682202,,,
CANADA,Direct Air Capture,2021,0,0,0,,,
CANADA,Buildings,2021,87.16960461,87.16960461,87.16960461,,,
CANADA,Electricity,2021,51.67781389,51.67781389,51.67781389,,,
CANADA,Heavy Industry,2021,76.81255283,76.81255283,76.81255283,,,
CANADA,Low or Non-emitting Hydrogen Production,2021,0,0,0,,,
CANADA,"Land Use, Land Use Change and Forestry",2021,-17.30257254,-17.30257254,-17.30257254,,,
CANADA,Oil and Gas,2021,189.1523515,189.1523515,189.1523515,,,
CANADA,Transportation,2021,150.1147371,150.1147371,150.1147371,,,
CANADA,Waste and Others,2021,46.98380465,46.98380465,46.98380465,,,
CANADA,Agriculture,2022,70.79152977,70.79152977,70.79152977,,,
CANADA,Direct Air Capture,2022,0,0,0,,,
CANADA,Buildings,2022,81.92832281,81.92832281,81.92832281,,,
CANADA,Electricity,2022,55.3950355,55.3950355,54.3338485,,,
CANADA,Heavy Industry,2022,74.20667416,74.20667416,74.20667416,,,
CANADA,Low or Non-emitting Hydrogen Production,2022,0.001131733,0.001131733,0.001131733,,,
CANADA,"Land Use, Land Use Change and Forestry",2022,-15.40632582,-15.40632582,-15.40632582,,,
CANADA,Oil and Gas,2022,191.4234074,191.4234074,191.4234074,,,
CANADA,Transportation,2022,168.6509161,168.6509161,168.6509161,,,
CANADA,Waste and Others,2022,45.93380072,45.93380072,45.93380072,,,
CANADA,Agriculture,2023,71.01913531,71.00242011,71.42570586,,,
CANADA,Direct Air Capture,2023,0,0,0,,,
CANADA,Buildings,2023,81.03311981,81.07532998,81.22738268,,,
CANADA,Electricity,2023,53.10614489,53.10614489,52.20146754,,,
CANADA,Heavy Industry,2023,75.92864216,75.91317615,77.12179057,,,
CANADA,Low or Non-emitting Hydrogen Production,2023,0.000310608,0.000309722,0.001347537,,,
CANADA,"Land Use, Land Use Change and Forestry",2023,-17.23053509,-17.23053509,-15.04303509,,,
CANADA,Oil and Gas,2023,188.9921654,188.9128906,192.6290842,,,
CANADA,Transportation,2023,172.3551221,172.3297735,173.5660983,,,
CANADA,Waste and Others,2023,44.90290243,44.89153103,46.0268048,,,
CANADA,Agriculture,2024,69.47696359,69.50505737,70.63022455,,,
CANADA,Direct Air Capture,2024,-2.00E-10,-1.00E-10,0,,,
CANADA,Buildings,2024,79.21235891,79.26947329,79.75231919,,,
CANADA,Electricity,2024,44.41749638,45.36501788,47.25850992,,,
CANADA,Heavy Industry,2024,74.52501574,74.57508591,76.81439504,,,
CANADA,Low or Non-emitting Hydrogen Production,2024,0.0673109,0.067328,0.0822883,,,
CANADA,"Land Use, Land Use Change and Forestry",2024,-19.05474437,-19.05474437,-14.67974437,,,
CANADA,Oil and Gas,2024,182.8381675,183.3913564,188.0323064,,,
CANADA,Transportation,2024,170.3129734,170.3799788,172.8807604,,,
CANADA,Waste and Others,2024,44.0643695,44.09905335,46.41907369,,,
CANADA,Agriculture,2025,68.45615105,68.42110232,70.35660482,,,
CANADA,Direct Air Capture,2025,-1.80E-08,-1.02E-08,0,,,
CANADA,Buildings,2025,76.95325926,77.014882,78.01463442,,,
CANADA,Electricity,2025,35.1942055,34.97720559,38.30157091,,,
CANADA,Heavy Industry,2025,72.07338198,72.15813951,74.63398654,,,
CANADA,Low or Non-emitting Hydrogen Production,2025,0.164262,0.164334,0.231985,,,
CANADA,"Land Use, Land Use Change and Forestry",2025,-20.87895364,-20.87895364,-14.31645364,,,
CANADA,Oil and Gas,2025,175.9847319,177.271171,187.3806341,,,
CANADA,Transportation,2025,169.7152979,169.5661153,172.3966189,,,
CANADA,Waste and Others,2025,42.33729179,42.4046265,46.6300282,,,
CANADA,Agriculture,2026,68.12026137,67.91270519,70.58202817,,,
CANADA,Direct Air Capture,2026,-4.20E-07,-2.70E-07,0,,,
CANADA,Buildings,2026,74.91247659,74.93176239,76.60994817,,,
CANADA,Electricity,2026,36.04149071,35.19417164,39.19467838,,,
CANADA,Heavy Industry,2026,69.68119389,69.65448481,71.18044599,,,
CANADA,Low or Non-emitting Hydrogen Production,2026,0.244863,0.244887,0.385963,,,
CANADA,"Land Use, Land Use Change and Forestry",2026,-22.70316291,-22.70316291,-13.95316291,,,
CANADA,Oil and Gas,2026,170.471229,172.6087422,186.5061886,,,
CANADA,Transportation,2026,167.683657,167.6813094,171.5401265,,,
CANADA,Waste and Others,2026,41.33597037,41.43356466,46.90992487,,,
CANADA,Agriculture,2027,67.66610413,67.18962796,70.60524961,,,
CANADA,Direct Air Capture,2027,-0.000004608,-3.36E-06,0,,,
CANADA,Buildings,2027,72.75644492,72.69289916,75.14656519,,,
CANADA,Electricity,2027,37.36465186,35.83090737,40.00306338,,,
CANADA,Heavy Industry,2027,68.24044312,68.02326498,71.05930612,,,
CANADA,Low or Non-emitting Hydrogen Production,2027,0.303812,0.303694,0.472285,,,
CANADA,"Land Use, Land Use Change and Forestry",2027,-24.52737218,-24.52737218,-13.58987218,,,
CANADA,Oil and Gas,2027,161.7602226,165.7685096,183.2987882,,,
CANADA,Transportation,2027,164.9647777,164.8233073,170.9274431,,,
CANADA,Waste and Others,2027,40.35853982,40.46110625,47.15609088,,,
CANADA,Agriculture,2028,67.42763968,66.55900267,70.81374777,,,
CANADA,Direct Air Capture,2028,-3.08E-05,-2.52E-05,0,,,
CANADA,Buildings,2028,70.63300263,70.44736638,73.77341252,,,
CANADA,Electricity,2028,37.709359,36.18661766,38.60403271,,,
CANADA,Heavy Industry,2028,65.91188097,65.38544422,69.535369,,,
CANADA,Low or Non-emitting Hydrogen Production,2028,0.344792,0.344586,0.52276,,,
CANADA,"Land Use, Land Use Change and Forestry",2028,-26.35158146,-26.35158146,-13.22658146,,,
CANADA,Oil and Gas,2028,151.1934463,157.1440222,180.581023,,,
CANADA,Transportation,2028,160.2914484,159.7339805,169.0414874,,,
CANADA,Waste and Others,2028,39.1453451,39.19910803,47.07537367,,,
CANADA,Agriculture,2029,67.27027715,65.95557899,71.23481612,,,
CANADA,Direct Air Capture,2029,-0.000145879,-0.000133288,0,,,
CANADA,Buildings,2029,68.43217424,68.0975924,72.37667094,,,
CANADA,Electricity,2029,35.18560103,33.30848543,35.91491521,,,
CANADA,Heavy Industry,2029,61.58942183,60.96120725,66.51258325,,,
CANADA,Low or Non-emitting Hydrogen Production,2029,0.414536,0.449817,0.608916,,,
CANADA,"Land Use, Land Use Change and Forestry",2029,-28.17579073,-28.17579073,-12.86329073,,,
CANADA,Oil and Gas,2029,139.0622867,146.8629556,176.8089285,,,
CANADA,Transportation,2029,155.5001386,154.4092259,167.7342022,,,
CANADA,Waste and Others,2029,37.96006098,37.94543523,47.08036255,,,
CANADA,Agriculture,2030,66.99064801,65.14508654,71.4047925,,,
CANADA,Direct Air Capture,2030,-0.000540047,-0.000537504,0,,,
CANADA,Buildings,2030,66.11846044,65.62529254,70.93887557,,,
CANADA,Electricity,2030,28.89182598,27.55049185,31.09048564,,,
CANADA,Heavy Industry,2030,57.12518162,56.54267449,63.77177142,,,
CANADA,Low or Non-emitting Hydrogen Production,2030,0.529492,0.544142,0.659348,,,
CANADA,"Land Use, Land Use Change and Forestry",2030,-30,-30,-12.5,,,
CANADA,Oil and Gas,2030,126.2842178,134.8391153,174.3626045,,,
CANADA,Transportation,2030,149.8022157,148.0346677,165.8628198,,,
CANADA,Waste and Others,2030,36.64641656,36.6100428,46.97609439,,,
CANADA,Agriculture,2031,66.76800235,64.49197242,71.50821349,,,
CANADA,Direct Air Capture,2031,-0.002495071,-0.002279916,0,,,
CANADA,Buildings,2031,63.87325862,63.29539881,70.01651033,,,
CANADA,Electricity,2031,18.51726665,17.02595966,31.61160036,,,
CANADA,Heavy Industry,2031,54.97099716,54.46291834,63.61248353,,,
CANADA,Low or Non-emitting Hydrogen Production,2031,0.426109,0.4198448,0.699992,,,
CANADA,"Land Use, Land Use Change and Forestry",2031,-31,-31,-12.5,,,
CANADA,Oil and Gas,2031,115.1749474,123.7230884,170.8099635,,,
CANADA,Transportation,2031,143.0377123,140.6880977,164.3152576,,,
CANADA,Waste and Others,2031,36.23486628,36.11297381,47.01557939,,,
CANADA,Agriculture,2032,66.43418657,63.91374973,71.62167002,,,
CANADA,Direct Air Capture,2032,-0.009746884,-0.00818831,0,,,
CANADA,Buildings,2032,61.23748956,60.60697963,68.89611431,,,
CANADA,Electricity,2032,9.599437222,7.512528453,32.34686398,,,
CANADA,Heavy Industry,2032,52.09756511,51.61645744,61.31157641,,,
CANADA,Low or Non-emitting Hydrogen Production,2032,0.2005528,0.1321646,0.733446,,,
CANADA,"Land Use, Land Use Change and Forestry",2032,-32,-32,-12.5,,,
CANADA,Oil and Gas,2032,104.4717157,113.1427199,167.9885769,,,
CANADA,Transportation,2032,135.8220573,133.0328466,163.0220665,,,
CANADA,Waste and Others,2032,35.85172749,35.64935033,47.04529092,,,
CANADA,Agriculture,2033,65.95603029,63.3483318,71.98805739,,,
CANADA,Direct Air Capture,2033,-0.03136081,-0.024822304,0,,,
CANADA,Buildings,2033,58.6649083,58.01265608,67.9647514,,,
CANADA,Electricity,2033,7.082706034,5.960649678,32.55670691,,,
CANADA,Heavy Industry,2033,48.93422411,49.26306062,59.83665375,,,
CANADA,Low or Non-emitting Hydrogen Production,2033,-0.012553,-0.134108,0.75964,,,
CANADA,"Land Use, Land Use Change and Forestry",2033,-33,-33,-12.5,,,
CANADA,Oil and Gas,2033,92.41114016,102.5974759,166.120235,,,
CANADA,Transportation,2033,128.154143,125.1382539,161.7307748,,,
CANADA,Waste and Others,2033,35.41487997,35.14571652,47.07089054,,,
CANADA,Agriculture,2034,65.25356464,62.79253945,72.51442556,,,
CANADA,Direct Air Capture,2034,-0.085732495,-0.065240185,0,,,
CANADA,Buildings,2034,55.95781473,55.30797144,66.99499647,,,
CANADA,Electricity,2034,1.552577644,0.791187009,31.3416763,,,
CANADA,Heavy Industry,2034,45.32865225,46.83002163,58.42898752,,,
CANADA,Low or Non-emitting Hydrogen Production,2034,-0.29885,-0.5101056,0.781174,,,
CANADA,"Land Use, Land Use Change and Forestry",2034,-34,-34,-12.5,,,
CANADA,Oil and Gas,2034,80.54819469,92.49518478,160.0981307,,,
CANADA,Transportation,2034,120.2393251,117.2461892,160.4823974,,,
CANADA,Waste and Others,2034,34.85236555,34.60264472,47.06810566,,,
CANADA,Agriculture,2035,64.36444642,62.22419619,73.11523088,,,
CANADA,Direct Air Capture,2035,-0.20521629,-0.152444448,0,,,
CANADA,Buildings,2035,53.006145,52.31786826,65.84793527,,,
CANADA,Electricity,2035,-5.684425942,-6.180210064,30.76193711,,,
CANADA,Heavy Industry,2035,43.76225209,45.43781315,58.33266565,,,
CANADA,Low or Non-emitting Hydrogen Production,2035,-1.0398952,-1.4024116,0.79977,,,
CANADA,"Land Use, Land Use Change and Forestry",2035,-35,-35,-12.5,,,
CANADA,Oil and Gas,2035,70.82485012,83.63703044,159.3244899,,,
CANADA,Transportation,2035,111.8543941,108.9984381,159.3018798,,,
CANADA,Waste and Others,2035,34.33035799,34.11998337,47.19426183,,,
CANADA,Agriculture,2036,63.28840235,61.51528903,73.52802172,,,
CANADA,Direct Air Capture,2036,-0.435337421,-0.326451219,0,,,
CANADA,Buildings,2036,50.20819121,49.58549958,64.96512299,,,
CANADA,Electricity,2036,-8.146644488,-8.377055855,30.03050943,,,
CANADA,Heavy Industry,2036,40.64819274,42.39814088,58.31142796,,,
CANADA,Low or Non-emitting Hydrogen Production,2036,-2.128702,-2.635778,0.818448,,,
CANADA,"Land Use, Land Use Change and Forestry",2036,-36,-36,-12.5,,,
CANADA,Oil and Gas,2036,62.17481698,74.63349683,158.0382371,,,
CANADA,Transportation,2036,103.0527266,100.3357872,158.1123132,,,
CANADA,Waste and Others,2036,33.77609707,33.6309419,47.33441632,,,
CANADA,Agriculture,2037,62.11270825,60.67002063,73.85561884,,,
CANADA,Direct Air Capture,2037,-0.840418947,-0.645553689,0,,,
CANADA,Buildings,2037,47.9511336,47.30205745,64.581003,,,
CANADA,Electricity,2037,-10.5646591,-10.61957522,29.4512363,,,
CANADA,Heavy Industry,2037,37.47832104,39.54132139,58.55054683,,,
CANADA,Low or Non-emitting Hydrogen Production,2037,-3.0827072,-3.7248196,0.836399,,,
CANADA,"Land Use, Land Use Change and Forestry",2037,-37,-37,-12.5,,,
CANADA,Oil and Gas,2037,53.96610446,65.50766735,156.7902167,,,
CANADA,Transportation,2037,94.51432349,91.95446574,157.076119,,,
CANADA,Waste and Others,2037,33.1892061,33.10020108,47.51507891,,,
CANADA,Agriculture,2038,60.90145089,59.78392101,74.15072936,,,
CANADA,Direct Air Capture,2038,-1.50040547,-1.189998119,0,,,
CANADA,Buildings,2038,45.63920915,45.09009124,64.20963972,,,
CANADA,Electricity,2038,-12.89311463,-12.81215095,29.00282829,,,
CANADA,Heavy Industry,2038,33.99894704,36.58257851,58.75996724,,,
CANADA,Low or Non-emitting Hydrogen Production,2038,-4.1835428,-5.0245944,0.855045,,,
CANADA,"Land Use, Land Use Change and Forestry",2038,-38,-38,-12.5,,,
CANADA,Oil and Gas,2038,48.3400597,58.87306954,155.7833716,,,
CANADA,Transportation,2038,86.33993504,83.99741757,156.0579526,,,
CANADA,Waste and Others,2038,32.55534973,32.51511826,47.66704704,,,
CANADA,Agriculture,2039,59.7234061,58.88154005,74.486762,,,
CANADA,Direct Air Capture,2039,-2.505215746,-2.062348789,0,,,
CANADA,Buildings,2039,43.42399483,42.9454757,63.94934586,,,
CANADA,Electricity,2039,-15.02770215,-14.87106076,27.85421212,,,
CANADA,Heavy Industry,2039,30.89853978,33.68633261,59.03228737,,,
CANADA,Low or Non-emitting Hydrogen Production,2039,-5.394762,-6.4905976,0.872992,,,
CANADA,"Land Use, Land Use Change and Forestry",2039,-39,-39,-12.5,,,
CANADA,Oil and Gas,2039,44.97556922,55.53666573,155.2255208,,,
CANADA,Transportation,2039,78.51311029,76.37808009,155.1011702,,,
CANADA,Waste and Others,2039,31.95494453,31.98097403,47.8606817,,,
CANADA,Agriculture,2040,58.59871227,57.97955482,74.89245634,,,
CANADA,Direct Air Capture,2040,-3.945723141,-2.429053268,0,,,
CANADA,Buildings,2040,41.28624269,40.8789442,63.74531511,,,
CANADA,Electricity,2040,-16.8162183,-16.4795872,26.76718284,,,
CANADA,Heavy Industry,2040,28.38328985,30.06667329,59.36877781,,,
CANADA,Low or Non-emitting Hydrogen Production,2040,-6.7094956,-8.236068,0.885377,,,
CANADA,"Land Use, Land Use Change and Forestry",2040,-40,-40,-12.5,,,
CANADA,Oil and Gas,2040,41.27973697,52.02803603,154.809773,,,
CANADA,Transportation,2040,70.79311405,68.86837811,154.2504363,,,
CANADA,Waste and Others,2040,31.36872435,31.43365158,48.09355345,,,
CANADA,Agriculture,2041,57.51627292,57.05977441,75.24209614,,,
CANADA,Direct Air Capture,2041,-5.823877694,-4.330273176,0,,,
CANADA,Buildings,2041,39.14772478,38.61117357,63.60616525,,,
CANADA,Electricity,2041,-19.07660605,-18.44727958,24.57726612,,,
CANADA,Heavy Industry,2041,26.32048844,27.05425281,59.66499902,,,
CANADA,Low or Non-emitting Hydrogen Production,2041,-8.266304,-10.152918,0.897517,,,
CANADA,"Land Use, Land Use Change and Forestry",2041,-41,-41,-12.5,,,
CANADA,Oil and Gas,2041,37.13639633,47.81056568,154.139516,,,
CANADA,Transportation,2041,63.35552275,61.64118503,153.4862597,,,
CANADA,Waste and Others,2041,30.63092249,30.75217849,48.31714977,,,
CANADA,Agriculture,2042,56.50294697,56.14351271,75.59255111,,,
CANADA,Direct Air Capture,2042,-8.190738992,-6.161270981,0,,,
CANADA,Buildings,2042,37.11797549,36.63460892,63.52357585,,,
